"","time","particle","mass","x","y","z","vx","vy","vz","p_x","p_y","p_z"
"597",5.96,"m1",1,0,0.5,0.5392653,0,0,0.02259518,0,0,0.02259518
"598",5.97,"m1",1,0,0.5,0.5394897,0,0,0.02199497,0,0,0.02199497
"599",5.98,"m1",1,0,0.5,0.5396922,0,0,0.01984348,0,0,0.01984348
"600",5.99,"m1",1,0,0.5,0.5398875,0,0,0.01914409,0,0,0.01914409
"601",6,"m1",1,0,0.5,0.5400602,0,0,0.01692834,0,0,0.01692834
"602",6.01,"m1",1,0,0.5,0.540225,0,0,0.01614807,0,0,0.01614807
"603",6.02,"m1",1,0,0.5,0.5403666,0,0,0.01388615,0,0,0.01388615
"604",6.03,"m1",1,0,0.5,0.5404997,0,0,0.01304367,0,0,0.01304367
"605",6.04,"m1",1,0,0.5,0.5406095,0,0,0.01075389,0,0,0.01075389
"606",6.05,"m1",1,0,0.5,0.5407102,0,0,0.009867989,0,0,0.009867989
"607",6.06,"m1",1,0,0.5,0.5407874,0,0,0.007568711,0,0,0.007568711
"608",6.07,"m1",1,0,0.5,0.5408553,0,0,0.006658098,0,0,0.006658098
"609",6.08,"m1",1,0,0.5,0.5408999,0,0,0.004367487,0,0,0.004367487
"610",6.09,"m1",1,0,0.5,0.5409352,0,0,0.003450609,0,0,0.003450609
"611",6.1,"m1",1,0,0.5,0.5409473,0,0,0.001186466,0,0,0.001186466
"612",6.11,"m1",1,0,0.5,0.5409501,0,0,0.0002812829,0,0,0.0002812829
"613",6.12,"m1",1,0,0.5,0.5409303,0,0,-0.001939147,0,0,-0.001939147
"614",6.13,"m1",1,0,0.5,0.5409016,0,0,-0.002815357,0,0,-0.002815357
"615",6.14,"m1",1,0,0.5,0.5408508,0,0,-0.004975617,0,0,-0.004975617
"616",6.15,"m1",1,0,0.5,0.5407916,0,0,-0.005806405,0,0,-0.005806405
"617",6.16,"m1",1,0,0.5,0.540711,0,0,-0.007890912,0,0,-0.007890912
"618",6.17,"m1",1,0,0.5,0.5406227,0,0,-0.008660861,0,0,-0.008660861
"619",6.18,"m1",1,0,0.5,0.5405139,0,0,-0.01065513,0,0,-0.01065513
"620",6.19,"m1",1,0,0.5,0.5403981,0,0,-0.01134998,0,0,-0.01134998
"621",6.2,"m1",1,0,0.5,0.540263,0,0,-0.01324075,0,0,-0.01324075
"622",6.21,"m1",1,0,0.5,0.5401217,0,0,-0.01384749,0,0,-0.01384749
"623",6.22,"m1",1,0,0.5,0.5399622,0,0,-0.01562283,0,0,-0.01562283
"624",6.23,"m1",1,0,0.5,0.5397977,0,0,-0.01612986,0,0,-0.01612986
"625",6.24,"m1",1,0,0.5,0.5396162,0,0,-0.01777931,0,0,-0.01777931
"626",6.25,"m1",1,0,0.5,0.5394307,0,0,-0.01817654,0,0,-0.01817654
"627",6.26,"m1",1,0,0.5,0.5392298,0,0,-0.01969113,0,0,-0.01969113
"628",6.27,"m1",1,0,0.5,0.539026,0,0,-0.01997007,0,0,-0.01997007
"629",6.28,"m1",1,0,0.5,0.5388082,0,0,-0.02134244,0,0,-0.02134244
"630",6.29,"m1",1,0,0.5,0.5385889,0,0,-0.02149619,0,0,-0.02149619
"631",6.3,"m1",1,0,0.5,0.538357,0,0,-0.02272065,0,0,-0.02272065
"632",6.31,"m1",1,0,0.5,0.5381249,0,0,-0.02274397,0,0,-0.02274397
"633",6.32,"m1",1,0,0.5,0.5378819,0,0,-0.02381646,0,0,-0.02381646
"634",6.33,"m1",1,0,0.5,0.53764,0,0,-0.02370586,0,0,-0.02370586
"635",6.34,"m1",1,0,0.5,0.5373887,0,0,-0.02462405,0,0,-0.02462405
"636",6.35,"m1",1,0,0.5,0.53714,0,0,-0.02437765,0,0,-0.02437765
"637",6.36,"m1",1,0,0.5,0.5368835,0,0,-0.02514086,0,0,-0.02514086
"638",6.37,"m1",1,0,0.5,0.5366308,0,0,-0.0247585,0,0,-0.0247585
"639",6.38,"m1",1,0,0.5,0.5363719,0,0,-0.02536768,0,0,-0.02536768
"640",6.39,"m1",1,0,0.5,0.5361184,0,0,-0.02485078,0,0,-0.02485078
"641",6.4,"m1",1,0,0.5,0.5358601,0,0,-0.02530853,0,0,-0.02530853
"642",6.41,"m1",1,0,0.5,0.5356085,0,0,-0.02466011,0,0,-0.02466011
"643",6.42,"m1",1,0,0.5,0.5353537,0,0,-0.02497049,0,0,-0.02497049
"644",6.43,"m1",1,0,0.5,0.5351068,0,0,-0.02419511,0,0,-0.02419511
"645",6.44,"m1",1,0,0.5,0.5348582,0,0,-0.02436368,0,0,-0.02436368
"646",6.45,"m1",1,0,0.5,0.5346187,0,0,-0.02346726,0,0,-0.02346726
"647",6.46,"m1",1,0,0.5,0.5343789,0,0,-0.02350092,0,0,-0.02350092
"648",6.47,"m1",1,0,0.5,0.5341494,0,0,-0.02249075,0,0,-0.02249075
"649",6.48,"m1",1,0,0.5,0.5339209,0,0,-0.0223977,0,0,-0.0223977
"650",6.49,"m1",1,0,0.5,0.5337037,0,0,-0.02128222,0,0,-0.02128222
"651",6.5,"m1",1,0,0.5,0.5334888,0,0,-0.02107176,0,0,-0.02107176
"652",6.51,"m1",1,0,0.5,0.5332861,0,0,-0.01986052,0,0,-0.01986052
"653",6.52,"m1",1,0,0.5,0.5330867,0,0,-0.01954297,0,0,-0.01954297
"654",6.53,"m1",1,0,0.5,0.5329005,0,0,-0.01824641,0,0,-0.01824641
"655",6.54,"m1",1,0,0.5,0.5327185,0,0,-0.01783295,0,0,-0.01783295
"656",6.55,"m1",1,0,0.5,0.5325505,0,0,-0.01646236,0,0,-0.01646236
"657",6.56,"m1",1,0,0.5,0.5323876,0,0,-0.01596493,0,0,-0.01596493
"658",6.57,"m1",1,0,0.5,0.5322393,0,0,-0.0145323,0,0,-0.0145323
"659",6.58,"m1",1,0,0.5,0.5320969,0,0,-0.01396335,0,0,-0.01396335
"660",6.59,"m1",1,0,0.5,0.5319695,0,0,-0.01248113,0,0,-0.01248113
"661",6.6,"m1",1,0,0.5,0.5318485,0,0,-0.01185361,0,0,-0.01185361
"662",6.61,"m1",1,0,0.5,0.5317431,0,0,-0.01033462,0,0,-0.01033462
"663",6.62,"m1",1,0,0.5,0.5316445,0,0,-0.009661742,0,0,-0.009661742
"664",6.63,"m1",1,0,0.5,0.5315617,0,0,-0.008118978,0,0,-0.008118978
"665",6.64,"m1",1,0,0.5,0.531486,0,0,-0.007414049,0,0,-0.007414049
"666",6.65,"m1",1,0,0.5,0.5314263,0,0,-0.005860595,0,0,-0.005860595
"667",6.66,"m1",1,0,0.5,0.5313739,0,0,-0.005136934,0,0,-0.005136934
"668",6.67,"m1",1,0,0.5,0.5313373,0,0,-0.003585785,0,0,-0.003585785
"669",6.68,"m1",1,0,0.5,0.5313081,0,0,-0.002856489,0,0,-0.002856489
"670",6.69,"m1",1,0,0.5,0.5312946,0,0,-0.00132036,0,0,-0.00132036
"671",6.7,"m1",1,0,0.5,0.5312886,0,0,-0.0005982436,0,0,-0.0005982436
"672",6.71,"m1",1,0,0.5,0.5312979,0,0,0.0009105037,0,0,0.0009105037
"673",6.72,"m1",1,0,0.5,0.5313143,0,0,0.001613066,0,0,0.001613066
"674",6.73,"m1",1,0,0.5,0.5313458,0,0,0.003082601,0,0,0.003082601
"675",6.74,"m1",1,0,0.5,0.5313841,0,0,0.003753822,0,0,0.003753822
"676",6.75,"m1",1,0,0.5,0.5314369,0,0,0.00517293,0,0,0.00517293
"677",6.76,"m1",1,0,0.5,0.5314961,0,0,0.005801721,0,0,0.005801721
"678",6.77,"m1",1,0,0.5,0.5315692,0,0,0.00715994,0,0,0.00715994
"679",6.78,"m1",1,0,0.5,0.5316481,0,0,0.007736019,0,0,0.007736019
"680",6.79,"m1",1,0,0.5,0.5317402,0,0,0.009023735,0,0,0.009023735
"681",6.8,"m1",1,0,0.5,0.5318375,0,0,0.00953771,0,0,0.00953771
"682",6.81,"m1",1,0,0.5,0.5319472,0,0,0.01074621,0,0,0.01074621
"683",6.82,"m1",1,0,0.5,0.5320614,0,0,0.01118966,0,0,0.01118966
"684",6.83,"m1",1,0,0.5,0.532187,0,0,0.01231127,0,0,0.01231127
"685",6.84,"m1",1,0,0.5,0.5323164,0,0,0.01267685,0,0,0.01267685
"686",6.85,"m1",1,0,0.5,0.5324562,0,0,0.01370499,0,0,0.01370499
"687",6.86,"m1",1,0,0.5,0.5325989,0,0,0.01398645,0,0,0.01398645
"688",6.87,"m1",1,0,0.5,0.5327511,0,0,0.01491567,0,0,0.01491567
"689",6.88,"m1",1,0,0.5,0.5329053,0,0,0.01510789,0,0,0.01510789
"690",6.89,"m1",1,0,0.5,0.5330679,0,0,0.01593388,0,0,0.01593388
"691",6.9,"m1",1,0,0.5,0.5332315,0,0,0.01603294,0,0,0.01603294
"692",6.91,"m1",1,0,0.5,0.5334024,0,0,0.01675256,0,0,0.01675256
"693",6.92,"m1",1,0,0.5,0.5335734,0,0,0.01675574,0,0,0.01675574
"694",6.93,"m1",1,0,0.5,0.5337507,0,0,0.01736704,0,0,0.01736704
"695",6.94,"m1",1,0,0.5,0.5339269,0,0,0.01727284,0,0,0.01727284
"696",6.95,"m1",1,0,0.5,0.5341083,0,0,0.01777512,0,0,0.01777512
"697",6.96,"m1",1,0,0.5,0.5342877,0,0,0.01758318,0,0,0.01758318
"698",6.97,"m1",1,0,0.5,0.5344712,0,0,0.01797688,0,0,0.01797688
"699",6.98,"m1",1,0,0.5,0.5346516,0,0,0.01768802,0,0,0.01768802
"700",6.99,"m1",1,0,0.5,0.534835,0,0,0.01797472,0,0,0.01797472
"701",7,"m1",1,0,0.5,0.5350145,0,0,0.01759091,0,0,0.01759091
"702",7.01,"m1",1,0,0.5,0.5351959,0,0,0.0177733,0,0,0.0177733
"703",7.02,"m1",1,0,0.5,0.5353724,0,0,0.01729755,0,0,0.01729755
"704",7.03,"m1",1,0,0.5,0.5355497,0,0,0.01737935,0,0,0.01737935
"705",7.04,"m1",1,0,0.5,0.5357213,0,0,0.01681574,0,0,0.01681574
"706",7.05,"m1",1,0,0.5,0.5358927,0,0,0.01680166,0,0,0.01680166
"707",7.06,"m1",1,0,0.5,0.5360576,0,0,0.01615516,0,0,0.01615516
"708",7.07,"m1",1,0,0.5,0.5362214,0,0,0.01605082,0,0,0.01605082
"709",7.08,"m1",1,0,0.5,0.5363778,0,0,0.01532729,0,0,0.01532729
"710",7.09,"m1",1,0,0.5,0.5365323,0,0,0.01513913,0,0,0.01513913
"711",7.1,"m1",1,0,0.5,0.5366787,0,0,0.01434523,0,0,0.01434523
"712",7.11,"m1",1,0,0.5,0.5368224,0,0,0.01408043,0,0,0.01408043
"713",7.12,"m1",1,0,0.5,0.5369573,0,0,0.01322348,0,0,0.01322348
"714",7.13,"m1",1,0,0.5,0.5370889,0,0,0.01288985,0,0,0.01288985
"715",7.14,"m1",1,0,0.5,0.5372111,0,0,0.0119778,0,0,0.0119778
"716",7.15,"m1",1,0,0.5,0.5373293,0,0,0.0115837,0,0,0.0115837
"717",7.16,"m1",1,0,0.5,0.5374377,0,0,0.01062497,0,0,0.01062497
"718",7.17,"m1",1,0,0.5,0.5375416,0,0,0.01017922,0,0,0.01017922
"719",7.18,"m1",1,0,0.5,0.5376353,0,0,0.009182599,0,0,0.009182599
"720",7.19,"m1",1,0,0.5,0.537724,0,0,0.008694305,0,0,0.008694305
"721",7.2,"m1",1,0,0.5,0.5378023,0,0,0.00766891,0,0,0.00766891
"722",7.21,"m1",1,0,0.5,0.5378752,0,0,0.007147388,0,0,0.007147388
"723",7.22,"m1",1,0,0.5,0.5379375,0,0,0.006102443,0,0,0.006102443
"724",7.23,"m1",1,0,0.5,0.5379942,0,0,0.005557133,0,0,0.005557133
"725",7.24,"m1",1,0,0.5,0.5380402,0,0,0.00450195,0,0,0.00450195
"726",7.25,"m1",1,0,0.5,0.5380804,0,0,0.003942304,0,0,0.003942304
"727",7.26,"m1",1,0,0.5,0.5381098,0,0,0.002886142,0,0,0.002886142
"728",7.27,"m1",1,0,0.5,0.5381335,0,0,0.002321507,0,0,0.002321507
"729",7.28,"m1",1,0,0.5,0.5381465,0,0,0.001273484,0,0,0.001273484
"730",7.29,"m1",1,0,0.5,0.5381538,0,0,0.0007129969,0,0,0.0007129969
"731",7.3,"m1",1,0,0.5,0.5381505,0,0,-0.0003180517,0,0,-0.0003180517
"732",7.31,"m1",1,0,0.5,0.5381417,0,0,-0.0008655769,0,0,-0.0008655769
"733",7.32,"m1",1,0,0.5,0.5381227,0,0,-0.001871154,0,0,-0.001871154
"734",7.33,"m1",1,0,0.5,0.5380982,0,0,-0.002397242,0,0,-0.002397242
"735",7.34,"m1",1,0,0.5,0.5380638,0,0,-0.003369301,0,0,-0.003369301
"736",7.35,"m1",1,0,0.5,0.5380244,0,0,-0.003865968,0,0,-0.003865968
"737",7.36,"m1",1,0,0.5,0.5379754,0,0,-0.004796925,0,0,-0.004796925
"738",7.37,"m1",1,0,0.5,0.5379218,0,0,-0.005256768,0,0,-0.005256768
"739",7.38,"m1",1,0,0.5,0.5378591,0,0,-0.006139657,0,0,-0.006139657
"740",7.39,"m1",1,0,0.5,0.5377923,0,0,-0.006555885,0,0,-0.006555885
"741",7.4,"m1",1,0,0.5,0.5377169,0,0,-0.0073844,0,0,-0.0073844
"742",7.41,"m1",1,0,0.5,0.5376378,0,0,-0.00775092,0,0,-0.00775092
"743",7.42,"m1",1,0,0.5,0.5375509,0,0,-0.008519426,0,0,-0.008519426
"744",7.43,"m1",1,0,0.5,0.5374608,0,0,-0.00883089,0,0,-0.00883089
"745",7.44,"m1",1,0,0.5,0.5373635,0,0,-0.009534512,0,0,-0.009534512
"746",7.45,"m1",1,0,0.5,0.5372637,0,0,-0.009786325,0,0,-0.009786325
"747",7.46,"m1",1,0,0.5,0.5371574,0,0,-0.01042104,0,0,-0.01042104
"748",7.47,"m1",1,0,0.5,0.5370491,0,0,-0.01060943,0,0,-0.01060943
"749",7.48,"m1",1,0,0.5,0.5369351,0,0,-0.01117199,0,0,-0.01117199
"750",7.49,"m1",1,0,0.5,0.5368199,0,0,-0.01129398,0,0,-0.01129398
"751",7.5,"m1",1,0,0.5,0.5366997,0,0,-0.01178201,0,0,-0.01178201
"752",7.51,"m1",1,0,0.5,0.5365789,0,0,-0.01183555,0,0,-0.01183555
"753",7.52,"m1",1,0,0.5,0.5364539,0,0,-0.01224749,0,0,-0.01224749
"754",7.53,"m1",1,0,0.5,0.5363291,0,0,-0.01223131,0,0,-0.01223131
"755",7.54,"m1",1,0,0.5,0.5362009,0,0,-0.01256646,0,0,-0.01256646
"756",7.55,"m1",1,0,0.5,0.5360735,0,0,-0.01248019,0,0,-0.01248019
"757",7.56,"m1",1,0,0.5,0.5359435,0,0,-0.01273867,0,0,-0.01273867
"758",7.57,"m1",1,0,0.5,0.5358151,0,0,-0.01258274,0,0,-0.01258274
"759",7.58,"m1",1,0,0.5,0.5356849,0,0,-0.01276553,0,0,-0.01276553
"760",7.59,"m1",1,0,0.5,0.5355569,0,0,-0.01254118,0,0,-0.01254118
"761",7.6,"m1",1,0,0.5,0.5354278,0,0,-0.01265005,0,0,-0.01265005
"762",7.61,"m1",1,0,0.5,0.5353017,0,0,-0.01235927,0,0,-0.01235927
"763",7.62,"m1",1,0,0.5,0.5351752,0,0,-0.0123967,0,0,-0.0123967
"764",7.63,"m1",1,0,0.5,0.5350523,0,0,-0.01204227,0,0,-0.01204227
"765",7.64,"m1",1,0,0.5,0.5349298,0,0,-0.01201145,0,0,-0.01201145
"766",7.65,"m1",1,0,0.5,0.5348114,0,0,-0.0115968,0,0,-0.0115968
"767",7.66,"m1",1,0,0.5,0.5346941,0,0,-0.01150161,0,0,-0.01150161
"768",7.67,"m1",1,0,0.5,0.5345815,0,0,-0.0110308,0,0,-0.0110308
"769",7.68,"m1",1,0,0.5,0.5344706,0,0,-0.0108757,0,0,-0.0108757
"770",7.69,"m1",1,0,0.5,0.5343649,0,0,-0.01035336,0,0,-0.01035336
"771",7.7,"m1",1,0,0.5,0.5342614,0,0,-0.01014335,0,0,-0.01014335
"772",7.71,"m1",1,0,0.5,0.5341637,0,0,-0.009574591,0,0,-0.009574591
"773",7.72,"m1",1,0,0.5,0.5340686,0,0,-0.009315121,0,0,-0.009315121
"774",7.73,"m1",1,0,0.5,0.5339798,0,0,-0.008705523,0,0,-0.008705523
"775",7.74,"m1",1,0,0.5,0.5338941,0,0,-0.00840247,0,0,-0.00840247
"776",7.75,"m1",1,0,0.5,0.533815,0,0,-0.007757984,0,0,-0.007757984
"777",7.76,"m1",1,0,0.5,0.5337393,0,0,-0.007417534,0,0,-0.007417534
"778",7.77,"m1",1,0,0.5,0.5336704,0,0,-0.006744351,0,0,-0.006744351
"779",7.78,"m1",1,0,0.5,0.5336054,0,0,-0.006372908,0,0,-0.006372908
"780",7.79,"m1",1,0,0.5,0.5335475,0,0,-0.005677462,0,0,-0.005677462
"781",7.8,"m1",1,0,0.5,0.5334936,0,0,-0.005281643,0,0,-0.005281643
"782",7.81,"m1",1,0,0.5,0.533447,0,0,-0.004570498,0,0,-0.004570498
"783",7.82,"m1",1,0,0.5,0.5334045,0,0,-0.00415701,0,0,-0.00415701
"784",7.83,"m1",1,0,0.5,0.5333695,0,0,-0.003436779,0,0,-0.003436779
"785",7.84,"m1",1,0,0.5,0.5333387,0,0,-0.003012298,0,0,-0.003012298
"786",7.85,"m1",1,0,0.5,0.5333154,0,0,-0.002289584,0,0,-0.002289584
"787",7.86,"m1",1,0,0.5,0.5332963,0,0,-0.00186077,0,0,-0.00186077
"788",7.87,"m1",1,0,0.5,0.5332847,0,0,-0.001142064,0,0,-0.001142064
"789",7.88,"m1",1,0,0.5,0.5332774,0,0,-0.0007154058,0,0,-0.0007154058
"790",7.89,"m1",1,0,0.5,0.5332773,0,0,-7.087428e-06,0,0,-7.087428e-06
"791",7.9,"m1",1,0,0.5,0.5332815,0,0,0.0004110773,0,0,0.0004110773
"792",7.91,"m1",1,0,0.5,0.5332928,0,0,0.001102935,0,0,0.001102935
"793",7.92,"m1",1,0,0.5,0.5333081,0,0,0.001506556,0,0,0.001506556
"794",7.93,"m1",1,0,0.5,0.5333304,0,0,0.002176123,0,0,0.002176123
"795",7.94,"m1",1,0,0.5,0.5333565,0,0,0.002559455,0,0,0.002559455
"796",7.95,"m1",1,0,0.5,0.5333892,0,0,0.003201298,0,0,0.003201298
"797",7.96,"m1",1,0,0.5,0.5334255,0,0,0.003559028,0,0,0.003559028
"798",7.97,"m1",1,0,0.5,0.533468,0,0,0.004168088,0,0,0.004168088
"799",7.98,"m1",1,0,0.5,0.5335139,0,0,0.004495294,0,0,0.004495294
"800",7.99,"m1",1,0,0.5,0.5335656,0,0,0.005066971,0,0,0.005066971
"801",8,"m1",1,0,0.5,0.5336202,0,0,0.005359251,0,0,0.005359251
"802",8.01,"m1",1,0,0.5,0.5336803,0,0,0.005889482,0,0,0.005889482
"803",8.02,"m1",1,0,0.5,0.533743,0,0,0.006142907,0,0,0.006142907
"804",8.03,"m1",1,0,0.5,0.5338107,0,0,0.006628093,0,0,0.006628093
"805",8.04,"m1",1,0,0.5,0.5338805,0,0,0.006839292,0,0,0.006839292
"806",8.05,"m1",1,0,0.5,0.5339547,0,0,0.007276449,0,0,0.007276449
"807",8.059999,"m1",1,0,0.5,0.5340307,0,0,0.007442642,0,0,0.007442642
"808",8.07,"m1",1,0,0.5,0.5341105,0,0,0.007829349,0,0,0.007829349
"809",8.08,"m1",1,0,0.5,0.5341917,0,0,0.007948339,0,0,0.007948339
"810",8.09,"m1",1,0,0.5,0.5342762,0,0,0.008282768,0,0,0.008282768
"811",8.099999,"m1",1,0,0.5,0.5343614,0,0,0.00835296,0,0,0.00835296
"812",8.11,"m1",1,0,0.5,0.5344495,0,0,0.008633881,0,0,0.008633881
"813",8.12,"m1",1,0,0.5,0.5345379,0,0,0.008654281,0,0,0.008654281
"814",8.13,"m1",1,0,0.5,0.5346285,0,0,0.008881073,0,0,0.008881073
"815",8.139999,"m1",1,0,0.5,0.5347188,0,0,0.008851307,0,0,0.008851307
"816",8.15,"m1",1,0,0.5,0.5348108,0,0,0.009023965,0,0,0.009023965
"817",8.16,"m1",1,0,0.5,0.5349021,0,0,0.008944213,0,0,0.008944213
"818",8.17,"m1",1,0,0.5,0.5349946,0,0,0.009063297,0,0,0.009063297
"819",8.179999,"m1",1,0,0.5,0.5350858,0,0,0.008934335,0,0,0.008934335
"820",8.19,"m1",1,0,0.5,0.5351776,0,0,0.009000956,0,0,0.009000956
"821",8.2,"m1",1,0,0.5,0.5352677,0,0,0.008824131,0,0,0.008824131
"822",8.21,"m1",1,0,0.5,0.5353579,0,0,0.008839945,0,0,0.008839945
"823",8.22,"m1",1,0,0.5,0.5354458,0,0,0.008617139,0,0,0.008617139
"824",8.23,"m1",1,0,0.5,0.5355334,0,0,0.008584348,0,0,0.008584348
"825",8.24,"m1",1,0,0.5,0.5356183,0,0,0.008317871,0,0,0.008317871
"826",8.25,"m1",1,0,0.5,0.5357024,0,0,0.008239118,0,0,0.008239118
"827",8.26,"m1",1,0,0.5,0.5357834,0,0,0.007931774,0,0,0.007931774
"828",8.27,"m1",1,0,0.5,0.535863,0,0,0.007810153,0,0,0.007810153
"829",8.28,"m1",1,0,0.5,0.5359392,0,0,0.007465176,0,0,0.007465176
"830",8.29,"m1",1,0,0.5,0.5360137,0,0,0.007304159,0,0,0.007304159
"831",8.3,"m1",1,0,0.5,0.5360844,0,0,0.006925161,0,0,0.006925161
"832",8.309999,"m1",1,0,0.5,0.5361531,0,0,0.006728536,0,0,0.006728536
"833",8.32,"m1",1,0,0.5,0.5362176,0,0,0.006319415,0,0,0.006319415
"834",8.33,"m1",1,0,0.5,0.5362797,0,0,0.006091297,0,0,0.006091297
"835",8.34,"m1",1,0,0.5,0.5363374,0,0,0.00565622,0,0,0.00565622
"836",8.349999,"m1",1,0,0.5,0.5363926,0,0,0.005400963,0,0,0.005400963
"837",8.36,"m1",1,0,0.5,0.536443,0,0,0.004944314,0,0,0.004944314
"838",8.37,"m1",1,0,0.5,0.5364906,0,0,0.004666465,0,0,0.004666465
"839",8.38,"m1",1,0,0.5,0.5365334,0,0,0.004192801,0,0,0.004192801
"840",8.389999,"m1",1,0,0.5,0.5365732,0,0,0.003896998,0,0,0.003896998
"841",8.4,"m1",1,0,0.5,0.536608,0,0,0.003410969,0,0,0.003410969
"842",8.41,"m1",1,0,0.5,0.5366396,0,0,0.00310196,0,0,0.00310196
"843",8.42,"m1",1,0,0.5,0.5366663,0,0,0.002608279,0,0,0.002608279
"844",8.429999,"m1",1,0,0.5,0.5366896,0,0,0.002290818,0,0,0.002290818
"845",8.44,"m1",1,0,0.5,0.5367079,0,0,0.001794169,0,0,0.001794169
"846",8.45,"m1",1,0,0.5,0.536723,0,0,0.001473012,0,0,0.001473012
"847",8.46,"m1",1,0,0.5,0.5367329,0,0,0.0009780433,0,0,0.0009780433
"848",8.47,"m1",1,0,0.5,0.5367396,0,0,0.0006578349,0,0,0.0006578349
"849",8.48,"m1",1,0,0.5,0.5367414,0,0,0.0001690812,0,0,0.0001690812
"850",8.49,"m1",1,0,0.5,0.5367399,0,0,-0.0001456693,0,0,-0.0001456693
"851",8.5,"m1",1,0,0.5,0.5367335,0,0,-0.0006238418,0,0,-0.0006238418
"852",8.51,"m1",1,0,0.5,0.536724,0,0,-0.000928795,0,0,-0.000928795
"853",8.52,"m1",1,0,0.5,0.5367098,0,0,-0.001392191,0,0,-0.001392191
"854",8.53,"m1",1,0,0.5,0.5366927,0,0,-0.001683256,0,0,-0.001683256
"855",8.54,"m1",1,0,0.5,0.536671,0,0,-0.002127963,0,0,-0.002127963
"856",8.55,"m1",1,0,0.5,0.5366465,0,0,-0.00240129,0,0,-0.00240129
"857",8.559999,"m1",1,0,0.5,0.5366177,0,0,-0.002823638,0,0,-0.002823638
"858",8.57,"m1",1,0,0.5,0.5365863,0,0,-0.003075697,0,0,-0.003075697
"859",8.58,"m1",1,0,0.5,0.5365509,0,0,-0.003472348,0,0,-0.003472348
"860",8.59,"m1",1,0,0.5,0.5365131,0,0,-0.00369992,0,0,-0.00369992
"861",8.599999,"m1",1,0,0.5,0.5364717,0,0,-0.004067906,0,0,-0.004067906
"862",8.61,"m1",1,0,0.5,0.5364281,0,0,-0.004268142,0,0,-0.004268142
"863",8.62,"m1",1,0,0.5,0.5363811,0,0,-0.004604836,0,0,-0.004604836
"864",8.63,"m1",1,0,0.5,0.5363324,0,0,-0.004775282,0,0,-0.004775282
"865",8.639999,"m1",1,0,0.5,0.5362806,0,0,-0.005078451,0,0,-0.005078451
"866",8.65,"m1",1,0,0.5,0.5362273,0,0,-0.005217045,0,0,-0.005217045
"867",8.66,"m1",1,0,0.5,0.5361714,0,0,-0.005484924,0,0,-0.005484924
"868",8.67,"m1",1,0,0.5,0.5361143,0,0,-0.00559001,0,0,-0.00559001
"869",8.679999,"m1",1,0,0.5,0.5360549,0,0,-0.005821191,0,0,-0.005821191
"870",8.69,"m1",1,0,0.5,0.5359948,0,0,-0.005891546,0,0,-0.005891546
"871",8.7,"m1",1,0,0.5,0.5359327,0,0,-0.006085073,0,0,-0.006085073
"872",8.71,"m1",1,0,0.5,0.5358702,0,0,-0.006119903,0,0,-0.006119903
"873",8.72,"m1",1,0,0.5,0.5358062,0,0,-0.00627526,0,0,-0.00627526
"874",8.73,"m1",1,0,0.5,0.5357422,0,0,-0.006274228,0,0,-0.006274228
"875",8.74,"m1",1,0,0.5,0.535677,0,0,-0.006391314,0,0,-0.006391314
"876",8.75,"m1",1,0,0.5,0.5356121,0,0,-0.006354494,0,0,-0.006354494
"877",8.76,"m1",1,0,0.5,0.5355465,0,0,-0.006433629,0,0,-0.006433629
"878",8.77,"m1",1,0,0.5,0.5354816,0,0,-0.006361496,0,0,-0.006361496
"879",8.78,"m1",1,0,0.5,0.5354162,0,0,-0.006403401,0,0,-0.006403401
"880",8.79,"m1",1,0,0.5,0.535352,0,0,-0.00629684,0,0,-0.00629684
"881",8.8,"m1",1,0,0.5,0.5352877,0,0,-0.006302603,0,0,-0.006302603
"882",8.809999,"m1",1,0,0.5,0.5352248,0,0,-0.006162847,0,0,-0.006162847
"883",8.82,"m1",1,0,0.5,0.5351622,0,0,-0.006133973,0,0,-0.006133973
"884",8.83,"m1",1,0,0.5,0.5351014,0,0,-0.005962634,0,0,-0.005962634
"885",8.84,"m1",1,0,0.5,0.5350412,0,0,-0.005900921,0,0,-0.005900921
"886",8.849999,"m1",1,0,0.5,0.534983,0,0,-0.005699939,0,0,-0.005699939
"887",8.86,"m1",1,0,0.5,0.5349258,0,0,-0.005607516,0,0,-0.005607516
"888",8.87,"m1",1,0,0.5,0.5348709,0,0,-0.005379113,0,0,-0.005379113
"889",8.88,"m1",1,0,0.5,0.5348172,0,0,-0.005258386,0,0,-0.005258386
"890",8.889999,"m1",1,0,0.5,0.5347661,0,0,-0.005005102,0,0,-0.005005102
"891",8.9,"m1",1,0,0.5,0.5347165,0,0,-0.00485873,0,0,-0.00485873
"892",8.91,"m1",1,0,0.5,0.5346698,0,0,-0.004583278,0,0,-0.004583278
"893",8.92,"m1",1,0,0.5,0.5346247,0,0,-0.00441413,0,0,-0.00441413
"894",8.929999,"m1",1,0,0.5,0.5345827,0,0,-0.004119447,0,0,-0.004119447
"895",8.94,"m1",1,0,0.5,0.5345426,0,0,-0.003930595,0,0,-0.003930595
"896",8.95,"m1",1,0,0.5,0.5345056,0,0,-0.003619785,0,0,-0.003619785
"897",8.96,"m1",1,0,0.5,0.5344707,0,0,-0.003414401,0,0,-0.003414401
"898",8.97,"m1",1,0,0.5,0.5344392,0,0,-0.003090664,0,0,-0.003090664
